AUC 	 Accuracy 	 Precision 	 Recall 	 F1 	 Kappa
0.6816326530612244	0.7142857142857143	0.8	0.5714285714285714	0.6666666666666666	0.4285714285714286
[30  5]
[15 20]
0.0	0.0	1.8799405097961426
0.0	0.14285714285714285	0.8799405694007874
0.0	0.2857142857142857	0.8536547422409058
0.0	0.4	0.7410874366760254
0.0	0.42857142857142855	0.7410868406295776
0.05714285714285714	0.42857142857142855	0.6329172253608704
0.05714285714285714	0.5714285714285714	0.6116858124732971
0.4	0.5714285714285714	0.004658454097807407
0.4	0.6285714285714286	0.004575151950120926
0.4	0.7142857142857143	0.004575137048959732
0.8857142857142857	0.7142857142857143	0.00047261538566090167
0.8857142857142857	1.0	0.0003818401019088924
1.0	1.0	7.831516995793208e-05
